Transient Name,Epoch,Peak Flux,RMS Flux,Delta T
ZTF18aaslhxt,VLASS1.1v2,0.306,0.112,-231.44
ZTF18aaslhxt,VLASS2.1,0.363,0.132,812.56
ZTF18aaslhxt,VLASS3.1,0.325,0.113,1745.56
ZTF18aasprui,VLASS1.1v2,0.272,0.099,-306.16
ZTF18aasprui,VLASS2.1,0.352,0.126,761.84
ZTF18aasprui,VLASS3.1,0.274,0.115,1654.84
ZTF18aasufva,VLASS1.2v2,0.375,0.16,316.76
ZTF18aasufva,VLASS2.2,0.352,0.114,1211.76
ZTF18aasxvsg,VLASS1.1v2,0.233,0.112,-199.27
ZTF18aasxvsg,VLASS2.1,0.392,0.124,844.73
ZTF18aasxvsg,VLASS3.1,0.281,0.1,1734.73
ZTF18aasxwhv,VLASS1.2v2,0.368,0.168,-880.17
ZTF18aasxwhv,VLASS2.2,0.408,0.132,48.83
ZTF18aasycak,VLASS1.2v2,0.605,0.19,-838.23
ZTF18aasycak,VLASS2.2,0.28,0.112,59.77
ZTF18aasycpd,VLASS1.2v2,0.261,0.115,302.7
ZTF18aasycpd,VLASS2.2,0.337,0.109,1231.7
ZTF18aasyjhd,VLASS1.1v2,0.328,0.119,-1704.33
ZTF18aasyjhd,VLASS2.1,0.502,0.148,-674.33
ZTF18aasyjhd,VLASS3.1,0.296,0.115,213.67
ZTF18aasypqx,VLASS1.1v2,0.355,0.127,-1567.42
ZTF18aasypqx,VLASS2.1,0.333,0.129,-596.42
ZTF18aasypqx,VLASS3.1,0.366,0.117,325.58
ZTF18aaszvfn,VLASS1.1v2,0.282,0.103,-1225.27
ZTF18aaszvfn,VLASS2.1,0.464,0.158,-251.27
ZTF18aaszvfn,VLASS3.1,0.281,0.117,665.73
ZTF18aataafd,VLASS1.1v2,0.222,0.092,-222.27
ZTF18aataafd,VLASS2.1,0.337,0.096,845.73
ZTF18aataafd,VLASS3.1,0.23,0.098,1751.73
ZTF18aatezaj,VLASS1.1v2,0.24,0.098,-1241.39
ZTF18aatezaj,VLASS2.1,0.516,0.193,-246.39
ZTF18aatezaj,VLASS3.1,0.261,0.101,674.61
ZTF18aatfujv,VLASS1.1v2,0.591,0.153,-1545.49
ZTF18aatfujv,VLASS2.1,0.598,0.189,-560.49
ZTF18aatfujv,VLASS3.1,0.761,0.139,356.51
ZTF18aatgdph,VLASS1.1v2,0.221,0.103,-1182.41
ZTF18aatgdph,VLASS2.1,0.332,0.156,-208.41
ZTF18aatgdph,VLASS3.1,0.247,0.132,708.59
ZTF18aatiffa,VLASS1.1v2,0.274,0.124,-1918.38
ZTF18aatiffa,VLASS2.1,0.463,0.186,-923.38
ZTF18aatiffa,VLASS3.1,0.268,0.11,-26.38
ZTF18aatiudp,VLASS1.2v2,0.403,0.13,-1530.34
ZTF18aatiudp,VLASS2.2,0.321,0.117,-522.34
ZTF18aatjfoe,VLASS1.2v2,0.415,0.163,-738.37
ZTF18aatjfoe,VLASS2.2,0.393,0.129,206.63
ZTF18aatjlhe,VLASS1.1v2,0.587,0.201,-364.55
ZTF18aatjlhe,VLASS2.1,0.693,0.185,621.45
ZTF18aatjlhe,VLASS3.1,0.781,0.186,1538.45
ZTF18aatlfus,VLASS1.1v2,0.215,0.106,-170.42
ZTF18aatlfus,VLASS2.1,0.467,0.124,850.58
ZTF18aatlfus,VLASS3.1,0.304,0.138,1713.58
ZTF18aatmlsy,VLASS1.1v2,0.21,0.088,-1645.35
ZTF18aatmlsy,VLASS2.1,0.405,0.158,-577.35
ZTF18aatmlsy,VLASS3.1,0.358,0.121,315.65
ZTF18aatpqxq,VLASS1.1v2,0.214,0.107,-1804.23
ZTF18aatpqxq,VLASS2.1,0.439,0.154,-774.23
ZTF18aatpqxq,VLASS3.1,0.284,0.113,152.77
ZTF18aatrkga,VLASS1.1v2,0.369,0.118,-1083.17
ZTF18aatrkga,VLASS2.1,0.42,0.141,-16.17
ZTF18aatrkga,VLASS3.1,0.447,0.121,910.83
ZTF18aatrllk,VLASS1.1v2,0.291,0.113,-1244.54
ZTF18aatrllk,VLASS2.1,0.406,0.151,-178.54
ZTF18aatrllk,VLASS3.1,0.344,0.127,748.46
ZTF18aatyqds,VLASS1.1v2,0.29,0.101,-229.4
ZTF18aatyqds,VLASS2.1,0.29,0.123,834.6
ZTF18aatyqds,VLASS3.1,0.419,0.101,1742.6
ZTF18aatzygk,VLASS1.1v2,0.219,0.117,-229.25
ZTF18aatzygk,VLASS2.1,0.402,0.187,803.75
ZTF18aatzygk,VLASS3.1,0.328,0.121,1724.75
ZTF18aauenwu,VLASS1.1v2,0.498,0.13,-252.47
ZTF18aauenwu,VLASS2.1,0.342,0.141,815.53
ZTF18aauenwu,VLASS3.1,0.314,0.11,1748.53
ZTF18aauhxce,VLASS1.2v2,0.278,0.107,342.74
ZTF18aauhxce,VLASS2.2,0.293,0.106,1270.74
ZTF18aauizcr,VLASS1.2v2,0.417,0.112,339.82
ZTF18aauizcr,VLASS2.2,0.311,0.107,1283.82
ZTF18aaumeys,VLASS1.1v2,0.255,0.093,-182.2
ZTF18aaumeys,VLASS2.1,0.348,0.144,798.8
ZTF18aaumeys,VLASS3.1,0.34,0.118,1719.8
ZTF18aaunfqq,VLASS1.1v2,0.331,0.119,-215.27
ZTF18aaunfqq,VLASS2.1,0.456,0.138,842.73
ZTF18aaunfqq,VLASS3.1,0.385,0.108,1744.73
ZTF18aaupmks,VLASS1.2v2,1.733,0.15,323.54
ZTF18aaupmks,VLASS2.2,1.954,0.233,1287.54
ZTF18aauuzmf,VLASS1.1v2,0.188,0.099,-1947.38
ZTF18aauuzmf,VLASS2.1,0.423,0.151,-930.38
ZTF18aauuzmf,VLASS3.1,0.369,0.117,-55.38
ZTF18aauvmnq,VLASS1.1v2,0.444,0.13,-1390.18
ZTF18aauvmnq,VLASS2.1,0.427,0.157,-319.18
ZTF18aauvmnq,VLASS3.1,0.669,0.144,586.82
ZTF18aauvnhh,VLASS1.1v2,0.476,0.14,-250.31
ZTF18aauvnhh,VLASS2.1,0.225,0.12,800.69
ZTF18aauvnhh,VLASS3.1,0.315,0.107,1713.69
ZTF18aauworo,VLASS1.1v2,0.232,0.102,-252.33
ZTF18aauworo,VLASS2.1,0.451,0.135,771.67
ZTF18aauworo,VLASS3.1,0.46,0.168,1686.67
ZTF18aauxltf,VLASS1.2v2,0.417,0.145,295.75
ZTF18aauxltf,VLASS2.2,0.358,0.121,1303.75
ZTF18aauxzle,VLASS1.1v2,0.242,0.108,-207.31
ZTF18aauxzle,VLASS2.1,0.379,0.133,831.69
ZTF18aauxzle,VLASS3.1,0.367,0.097,1745.69
ZTF18aavdwmh,VLASS1.1v2,0.322,0.117,-1270.41
ZTF18aavdwmh,VLASS2.1,0.39,0.141,-215.41
ZTF18aavdwmh,VLASS3.1,0.425,0.155,705.59
ZTF18aavjcpf,VLASS1.1v2,0.29,0.121,-273.18
ZTF18aavjcpf,VLASS2.1,0.391,0.113,822.82
ZTF18aavjcpf,VLASS3.1,0.395,0.134,1685.82
ZTF18aavjnfx,VLASS1.2v2,0.424,0.176,298.69
ZTF18aavjnfx,VLASS2.2,0.306,0.131,1224.69
ZTF18aavnvmp,VLASS1.1v2,0.381,0.142,-240.2
ZTF18aavnvmp,VLASS2.1,0.234,0.126,841.8
ZTF18aavnvmp,VLASS3.1,0.276,0.122,1698.8
ZTF18aavnxar,VLASS1.1v2,0.315,0.089,-187.25
ZTF18aavnxar,VLASS2.1,0.22,0.12,829.75
ZTF18aavnxar,VLASS3.1,0.306,0.11,1704.75
ZTF18aavqdyq,VLASS1.2v2,0.342,0.14,265.67
ZTF18aavqdyq,VLASS2.2,0.344,0.135,1151.67
ZTF18aavrmcg,VLASS1.1v2,0.291,0.122,-241.18
ZTF18aavrmcg,VLASS2.1,0.475,0.19,802.82
ZTF18aavrmcg,VLASS3.1,0.317,0.097,1723.82
ZTF18aavrmlf,VLASS1.1v2,0.401,0.104,-871.52
ZTF18aavrmlf,VLASS2.1,0.537,0.202,172.48
ZTF18aavrmlf,VLASS3.1,0.339,0.098,1093.48
ZTF18aavrwhu,VLASS1.2v2,0.338,0.132,284.75
ZTF18aavrwhu,VLASS2.2,0.466,0.158,1218.75
ZTF18aavryhc,VLASS1.1v2,0.467,0.178,-1841.47
ZTF18aavryhc,VLASS2.1,0.26,0.135,-824.47
ZTF18aavryhc,VLASS3.1,0.255,0.113,50.53
ZTF18aavrzxp,VLASS1.1v2,0.329,0.122,-181.26
ZTF18aavrzxp,VLASS2.1,0.383,0.163,792.74
ZTF18aavrzxp,VLASS3.1,0.399,0.101,1709.74
ZTF18aavsilo,VLASS1.2v2,0.49,0.19,-379.31
ZTF18aavsilo,VLASS2.2,0.336,0.141,518.69
ZTF18aavskep,VLASS1.2v2,0.197,0.113,267.75
ZTF18aavskep,VLASS2.2,0.349,0.109,1263.75
ZTF18aavuzhe,VLASS1.1v2,0.323,0.109,-2033.35
ZTF18aavuzhe,VLASS2.1,0.282,0.118,-1018.35
ZTF18aavuzhe,VLASS3.1,0.353,0.098,-110.35
ZTF18aavvnzu,VLASS1.1v2,0.228,0.107,-1329.45
ZTF18aavvnzu,VLASS2.1,0.401,0.13,-241.45
ZTF18aavvnzu,VLASS3.1,0.307,0.119,650.55
ZTF18aawczad,VLASS1.1v2,0.199,0.099,-187.25
ZTF18aawczad,VLASS2.1,0.345,0.134,829.75
ZTF18aawczad,VLASS3.1,0.317,0.137,1704.75
ZTF18aawdpnm,VLASS1.2v2,0.742,0.266,296.81
ZTF18aawdpnm,VLASS2.2,0.298,0.117,1225.81
ZTF18aawgrxz,VLASS1.1v2,0.347,0.104,-1334.23
ZTF18aawgrxz,VLASS2.1,0.7,0.196,-340.23
ZTF18aawgrxz,VLASS3.1,0.295,0.101,576.77
ZTF18aawitoj,VLASS1.1v2,1.677,0.2,-1986.47
ZTF18aawitoj,VLASS2.1,1.566,0.275,-913.47
ZTF18aawitoj,VLASS3.1,1.693,0.198,-10.47
ZTF18aawitry,VLASS1.1v2,0.185,0.12,-1503.22
ZTF18aawitry,VLASS2.1,0.277,0.101,-430.22
ZTF18aawitry,VLASS3.1,0.341,0.128,472.78
ZTF18aawjywv,VLASS1.2v2,0.234,0.116,336.61
ZTF18aawjywv,VLASS2.2,0.364,0.121,1222.61
ZTF18aawlfnj,VLASS1.2v2,0.473,0.116,-1528.26
ZTF18aawlfnj,VLASS2.2,0.283,0.113,-625.26
ZTF18aawlxls,VLASS1.1v2,0.269,0.109,-1796.27
ZTF18aawlxls,VLASS2.1,0.418,0.119,-730.27
ZTF18aawlxls,VLASS3.1,0.401,0.123,196.73
ZTF18aawmeiw,VLASS1.1v2,1.219,0.233,-1860.16
ZTF18aawmeiw,VLASS2.1,1.345,0.252,-787.16
ZTF18aawmeiw,VLASS3.1,1.281,0.227,115.84
ZTF18aawmxdx,VLASS1.1v2,0.22,0.123,-413.48
ZTF18aawmxdx,VLASS2.1,0.257,0.118,657.52
ZTF18aawmxdx,VLASS3.1,0.282,0.127,1493.52
ZTF18aawpbgm,VLASS1.1v2,0.243,0.111,-2282.53
ZTF18aawpbgm,VLASS2.1,0.344,0.139,-1181.53
ZTF18aawpbgm,VLASS3.1,0.432,0.107,-341.53
ZTF18aawpcel,VLASS1.1v2,0.354,0.14,-265.22
ZTF18aawpcel,VLASS2.1,0.244,0.095,746.78
ZTF18aawpcel,VLASS3.1,0.251,0.103,1677.78
ZTF18aawpwlf,VLASS1.2v2,0.452,0.142,-383.21
ZTF18aawpwlf,VLASS2.2,0.194,0.101,580.79
ZTF18aawseij,VLASS1.2v2,3.728,0.329,-1544.27
ZTF18aawseij,VLASS2.2,3.78,0.283,-658.27
ZTF18aawurud,VLASS1.1v2,0.344,0.109,-327.31
ZTF18aawurud,VLASS2.1,0.251,0.129,739.69
ZTF18aawurud,VLASS3.1,0.338,0.116,1666.69
ZTF18aawxlxf,VLASS1.1v2,0.307,0.121,-192.24
ZTF18aawxlxf,VLASS2.1,0.276,0.122,807.76
ZTF18aawxlxf,VLASS3.1,0.255,0.097,1726.76
ZTF18aawyjjq,VLASS1.1v2,0.234,0.108,-205.38
ZTF18aawyjjq,VLASS2.1,0.387,0.138,831.62
ZTF18aawyjjq,VLASS3.1,0.28,0.125,1739.62
ZTF18aawzens,VLASS1.1v2,0.241,0.106,-1769.25
ZTF18aawzens,VLASS2.1,0.222,0.099,-666.25
ZTF18aawzens,VLASS3.1,0.266,0.098,168.75
ZTF18aaxavsk,VLASS1.1v2,0.322,0.108,-239.37
ZTF18aaxavsk,VLASS2.1,0.355,0.137,788.63
ZTF18aaxavsk,VLASS3.1,0.387,0.132,1723.63
ZTF18aaxcfbt,VLASS1.2v2,0.299,0.148,337.82
ZTF18aaxcfbt,VLASS2.2,0.331,0.118,1251.82
ZTF18aaxcntm,VLASS1.1v2,0.315,0.121,-238.35
ZTF18aaxcntm,VLASS2.1,0.591,0.148,829.65
ZTF18aaxcntm,VLASS3.1,0.644,0.121,1722.65
ZTF18aaxcxih,VLASS1.2v2,0.305,0.095,306.62
ZTF18aaxcxih,VLASS2.2,0.224,0.107,1270.62
ZTF18aaxdrjn,VLASS1.1v2,0.317,0.109,-202.2
ZTF18aaxdrjn,VLASS2.1,0.298,0.116,802.8
ZTF18aaxdrjn,VLASS3.1,0.309,0.122,1702.8
ZTF18aaxeoqk,VLASS1.2v2,0.484,0.179,-1470.38
ZTF18aaxeoqk,VLASS2.2,0.34,0.121,-572.38
ZTF18aaxgwpl,VLASS1.1v2,0.267,0.097,-1817.13
ZTF18aaxgwpl,VLASS2.1,0.407,0.157,-784.13
ZTF18aaxgwpl,VLASS3.1,0.34,0.111,136.87
ZTF18aaxiuyp,VLASS1.1v2,0.339,0.108,-250.21
ZTF18aaxiuyp,VLASS2.1,0.339,0.132,825.79
ZTF18aaxiuyp,VLASS3.1,0.307,0.103,1693.79
ZTF18aaxjuwy,VLASS1.2v2,0.359,0.121,310.76
ZTF18aaxjuwy,VLASS2.2,0.41,0.166,1210.76
ZTF18aaxkfos,VLASS1.2v2,0.348,0.164,348.8
ZTF18aaxkfos,VLASS2.2,0.445,0.131,1265.8
ZTF18aaxkjmm,VLASS1.1v2,0.244,0.114,-189.27
ZTF18aaxkjmm,VLASS2.1,0.273,0.125,831.73
ZTF18aaxkjmm,VLASS3.1,0.581,0.202,1689.73
ZTF18aaxkqgy,VLASS1.2v2,0.368,0.13,379.62
ZTF18aaxkqgy,VLASS2.2,0.206,0.099,1282.62
ZTF18aaxmhvk,VLASS1.2v2,0.477,0.147,316.67
ZTF18aaxmhvk,VLASS2.2,0.286,0.151,1241.67
ZTF18aaxmixe,VLASS1.2v2,0.283,0.132,340.7
ZTF18aaxmixe,VLASS2.2,0.362,0.149,1233.7
ZTF18aaxnkos,VLASS1.2v2,0.297,0.133,348.8
ZTF18aaxnkos,VLASS2.2,0.389,0.108,1265.8
ZTF18aaxnqjb,VLASS1.1v2,0.434,0.175,-266.21
ZTF18aaxnqjb,VLASS2.1,0.432,0.164,784.79
ZTF18aaxnqjb,VLASS3.1,0.256,0.102,1697.79
ZTF18aaxokeg,VLASS1.1v2,0.343,0.11,-595.17
ZTF18aaxokeg,VLASS2.1,0.404,0.155,428.83
ZTF18aaxokeg,VLASS3.1,0.279,0.125,1350.83
ZTF18aaxqyki,VLASS1.1v2,0.272,0.119,-274.25
ZTF18aaxqyki,VLASS2.1,0.441,0.149,780.75
ZTF18aaxqyki,VLASS3.1,0.403,0.136,1701.75
ZTF18aaxsioa,VLASS1.2v2,0.288,0.148,322.74
ZTF18aaxsioa,VLASS2.2,0.393,0.138,1235.74
ZTF18aaxtcdm,VLASS1.2v2,0.329,0.138,272.77
ZTF18aaxtcdm,VLASS2.2,0.409,0.116,1240.77
ZTF18aaxvpsw,VLASS1.1v2,0.221,0.092,-221.23
ZTF18aaxvpsw,VLASS2.1,0.273,0.117,822.77
ZTF18aaxvpsw,VLASS3.1,0.295,0.11,1712.77
ZTF18aaxwjmp,VLASS1.1v2,0.255,0.126,-258.2
ZTF18aaxwjmp,VLASS2.1,0.299,0.135,789.8
ZTF18aaxwjmp,VLASS3.1,0.302,0.118,1692.8
ZTF18aaxxewy,VLASS1.2v2,0.435,0.139,328.79
ZTF18aaxxewy,VLASS2.2,0.324,0.138,1221.79
ZTF18aaxxfah,VLASS1.2v2,0.309,0.142,280.68
ZTF18aaxxfah,VLASS2.2,0.337,0.141,1288.68
ZTF18aaxxfgs,VLASS1.2v2,0.512,0.14,271.75
ZTF18aaxxfgs,VLASS2.2,0.385,0.129,1266.75
ZTF18aaybfsd,VLASS1.1v2,0.373,0.105,-849.51
ZTF18aaybfsd,VLASS2.1,0.446,0.125,208.49
ZTF18aaybfsd,VLASS3.1,0.332,0.147,1110.49
ZTF18aaydmkh,VLASS1.1v2,0.718,0.182,-275.32
ZTF18aaydmkh,VLASS2.1,0.523,0.207,778.68
ZTF18aaydmkh,VLASS3.1,0.382,0.156,1699.68
ZTF18aaygwqd,VLASS1.1v2,0.394,0.142,-235.26
ZTF18aaygwqd,VLASS2.1,0.529,0.158,806.74
ZTF18aaygwqd,VLASS3.1,0.533,0.133,1734.74
ZTF18aayiahw,VLASS1.1v2,0.266,0.115,-264.24
ZTF18aayiahw,VLASS2.1,0.448,0.176,817.76
ZTF18aayiahw,VLASS3.1,0.301,0.122,1674.76
ZTF18aayidfz,VLASS1.1v2,0.312,0.122,-206.2
ZTF18aayidfz,VLASS2.1,0.562,0.134,810.8
ZTF18aayidfz,VLASS3.1,0.251,0.107,1685.8
ZTF18aayiono,VLASS1.1v2,0.32,0.113,-1906.41
ZTF18aayiono,VLASS2.1,0.491,0.203,-921.41
ZTF18aayiono,VLASS3.1,0.376,0.117,-4.41
ZTF18aayivoq,VLASS1.1v2,0.391,0.146,-215.25
ZTF18aayivoq,VLASS2.1,0.559,0.158,828.75
ZTF18aayivoq,VLASS3.1,0.327,0.131,1731.75
ZTF18aayivxm,VLASS1.2v2,0.307,0.11,295.8
ZTF18aayivxm,VLASS2.2,0.265,0.112,1239.8
ZTF18aayjvve,VLASS1.1v2,0.288,0.111,-210.27
ZTF18aayjvve,VLASS2.1,0.415,0.143,809.73
ZTF18aayjvve,VLASS3.1,0.355,0.129,1685.73
ZTF18aayjyub,VLASS1.1v2,0.342,0.15,-210.21
ZTF18aayjyub,VLASS2.1,0.435,0.21,785.79
ZTF18aayjyub,VLASS3.1,0.329,0.165,1688.79
ZTF18aaykjei,VLASS1.1v2,0.307,0.126,-257.35
ZTF18aaykjei,VLASS2.1,0.371,0.131,772.65
ZTF18aaykjei,VLASS3.1,0.339,0.135,1699.65
ZTF18aaykmzg,VLASS1.1v2,0.258,0.109,-207.28
ZTF18aaykmzg,VLASS2.1,0.473,0.097,837.72
ZTF18aaykmzg,VLASS3.1,0.324,0.097,1685.72
ZTF18aaylbjm,VLASS1.2v2,0.587,0.257,274.7
ZTF18aaylbjm,VLASS2.2,0.299,0.121,1200.7
ZTF18aaylcvo,VLASS1.2v2,0.359,0.143,286.7
ZTF18aaylcvo,VLASS2.2,0.434,0.151,1281.7
ZTF18aaytovs,VLASS1.1v2,0.31,0.144,-268.3
ZTF18aaytovs,VLASS2.1,0.321,0.127,807.7
ZTF18aaytovs,VLASS3.1,0.365,0.099,1666.7
ZTF18aayxupv,VLASS1.1v2,0.342,0.111,-213.23
ZTF18aayxupv,VLASS2.1,0.356,0.129,803.77
ZTF18aayxupv,VLASS3.1,0.367,0.117,1692.77
ZTF18aayyqia,VLASS1.2v2,0.515,0.178,-404.23
ZTF18aayyqia,VLASS2.2,0.392,0.143,539.77
ZTF18aayyxxp,VLASS1.1v2,0.286,0.104,-223.26
ZTF18aayyxxp,VLASS2.1,0.385,0.118,815.74
ZTF18aayyxxp,VLASS3.1,0.259,0.098,1729.74
ZTF18aazabmh,VLASS1.1v2,0.274,0.117,-261.26
ZTF18aazabmh,VLASS2.1,0.278,0.143,771.74
ZTF18aazabmh,VLASS3.1,0.399,0.143,1692.74
ZTF18aazblzy,VLASS1.1v2,0.292,0.113,-250.21
ZTF18aazblzy,VLASS2.1,0.319,0.116,817.79
ZTF18aazblzy,VLASS3.1,0.338,0.124,1710.79
ZTF18aazcoob,VLASS1.1v2,0.264,0.11,-263.24
ZTF18aazcoob,VLASS2.1,0.324,0.152,806.76
ZTF18aazcoob,VLASS3.1,0.324,0.128,1700.76
ZTF18aazgfkq,VLASS1.2v2,0.699,0.145,301.75
ZTF18aazgfkq,VLASS2.2,0.527,0.148,1258.75
ZTF18aazhklh,VLASS1.2v2,0.306,0.118,331.76
ZTF18aazhklh,VLASS2.2,0.539,0.159,1211.76
ZTF18aazhwnh,VLASS1.1v2,0.262,0.103,-245.26
ZTF18aazhwnh,VLASS2.1,0.481,0.137,776.74
ZTF18aazhwnh,VLASS3.1,0.216,0.126,1673.74
ZTF18aazijke,VLASS1.1v2,0.486,0.131,-1355.19
ZTF18aazijke,VLASS2.1,0.831,0.175,-340.19
ZTF18aazijke,VLASS3.1,0.72,0.136,567.81
ZTF18aazixbw,VLASS1.1v2,0.387,0.129,-251.2
ZTF18aazixbw,VLASS2.1,0.451,0.144,799.8
ZTF18aazixbw,VLASS3.1,0.293,0.127,1691.8
ZTF18aazjflo,VLASS1.1v2,0.331,0.12,-1629.39
ZTF18aazjflo,VLASS2.1,0.393,0.113,-571.39
ZTF18aazjflo,VLASS3.1,0.4,0.122,330.61
ZTF18aazjztm,VLASS1.1v2,0.226,0.106,-281.24
ZTF18aazjztm,VLASS2.1,0.37,0.145,772.76
ZTF18aazjztm,VLASS3.1,0.407,0.121,1693.76
ZTF18aazsabq,VLASS1.1v2,0.372,0.101,-288.33
ZTF18aazsabq,VLASS2.1,0.265,0.104,799.67
ZTF18aazsabq,VLASS3.1,0.478,0.115,1691.67
ZTF18aazxthg,VLASS1.1v2,0.227,0.109,-269.22
ZTF18aazxthg,VLASS2.1,0.464,0.148,781.78
ZTF18aazxthg,VLASS3.1,0.26,0.107,1694.78
ZTF18abadjhx,VLASS1.1v2,0.19,0.09,-243.44
ZTF18abadjhx,VLASS2.1,0.429,0.15,793.56
ZTF18abadjhx,VLASS3.1,0.449,0.129,1689.56
ZTF18abaeawz,VLASS1.1v2,0.35,0.111,-259.3
ZTF18abaeawz,VLASS2.1,0.346,0.142,808.7
ZTF18abaeawz,VLASS3.1,0.325,0.116,1715.7
ZTF18abaelhi,VLASS1.2v2,0.387,0.153,312.81
ZTF18abaelhi,VLASS2.2,0.261,0.131,1241.81
ZTF18abakjgq,VLASS1.2v2,0.328,0.127,265.55
ZTF18abakjgq,VLASS2.2,0.326,0.121,1250.55
ZTF18abakunn,VLASS1.2v2,0.26,0.122,-243.42
ZTF18abakunn,VLASS2.2,0.361,0.125,698.58
ZTF18abauprj,VLASS1.2v2,0.165,0.109,307.81
ZTF18abauprj,VLASS2.2,0.161,0.123,1220.81
ZTF18abavruc,VLASS1.2v2,0.359,0.11,-818.21
ZTF18abavruc,VLASS2.2,0.272,0.107,83.79
ZTF18abaxlpi,VLASS1.1v2,0.454,0.117,-266.45
ZTF18abaxlpi,VLASS2.1,0.372,0.142,777.55
ZTF18abaxlpi,VLASS3.1,0.323,0.104,1710.55
ZTF18abbikrz,VLASS1.2v2,0.233,0.094,-478.18
ZTF18abbikrz,VLASS2.2,0.479,0.131,433.82
ZTF18abbodly,VLASS1.2v2,0.418,0.125,336.55
ZTF18abbodly,VLASS2.2,0.346,0.102,1268.55
ZTF18abbovuc,VLASS1.1v2,0.18,0.096,-220.18
ZTF18abbovuc,VLASS2.1,0.325,0.131,812.82
ZTF18abbovuc,VLASS3.1,0.363,0.154,1664.82
ZTF18abbpeqo,VLASS1.1v2,0.314,0.114,-234.31
ZTF18abbpeqo,VLASS2.1,0.565,0.18,759.69
ZTF18abbpeqo,VLASS3.1,0.535,0.143,1676.69
ZTF18abbpxik,VLASS1.2v2,0.432,0.145,257.73
ZTF18abbpxik,VLASS2.2,0.282,0.126,1253.73
ZTF18abbpyvk,VLASS1.2v2,0.378,0.134,262.83
ZTF18abbpyvk,VLASS2.2,0.377,0.142,1185.83
ZTF18abbqjds,VLASS1.1v2,0.403,0.148,-243.31
ZTF18abbqjds,VLASS2.1,0.327,0.117,798.69
ZTF18abbqjds,VLASS3.1,0.313,0.131,1726.69
ZTF18abbvsiv,VLASS1.1v2,0.303,0.123,-263.24
ZTF18abbvsiv,VLASS2.1,0.302,0.138,806.76
ZTF18abbvsiv,VLASS3.1,0.321,0.141,1700.76
ZTF18abcdzyc,VLASS1.1v2,0.374,0.14,-286.31
ZTF18abcdzyc,VLASS2.1,0.304,0.12,725.69
ZTF18abcdzyc,VLASS3.1,0.256,0.105,1656.69
ZTF18abceakp,VLASS1.1v2,0.319,0.131,-205.21
ZTF18abceakp,VLASS2.1,0.369,0.158,789.79
ZTF18abceakp,VLASS3.1,0.349,0.115,1686.79
ZTF18abcecfi,VLASS1.1v2,0.282,0.109,-225.18
ZTF18abcecfi,VLASS2.1,0.406,0.126,NA
ZTF18abcecfi,VLASS3.1,0.492,0.127,1691.82
ZTF18abcezmh,VLASS1.2v2,0.379,0.156,309.62
ZTF18abcezmh,VLASS2.2,0.604,0.211,1195.62
ZTF18abcfcoo,VLASS1.1v2,0.434,0.133,-267.3
ZTF18abcfcoo,VLASS2.1,0.418,0.16,756.7
ZTF18abcfcoo,VLASS3.1,0.542,0.174,1671.7
ZTF18abcfdzu,VLASS1.1v2,0.384,0.105,-282.18
ZTF18abcfdzu,VLASS2.1,0.43,0.172,712.82
ZTF18abcfdzu,VLASS3.1,0.336,0.11,1633.82
ZTF18abcflnz,VLASS1.2v2,0.573,0.236,335.61
ZTF18abcflnz,VLASS2.2,0.583,0.217,1191.61
ZTF18abcicrq,VLASS1.1v2,0.385,0.126,-268.19
ZTF18abcicrq,VLASS2.1,0.404,0.138,813.81
ZTF18abcicrq,VLASS3.1,0.258,0.099,1670.81
ZTF18abckujg,VLASS1.2v2,0.319,0.116,283.78
ZTF18abckujg,VLASS2.2,0.18,0.106,1268.78
ZTF18abckujq,VLASS1.1v2,0.396,0.135,-289.2
ZTF18abckujq,VLASS2.1,0.42,0.115,722.8
ZTF18abckujq,VLASS3.1,0.203,0.098,1653.8
ZTF18abckutn,VLASS1.1v2,0.261,0.099,-231.34
ZTF18abckutn,VLASS2.1,0.644,0.194,763.66
ZTF18abckutn,VLASS3.1,0.342,0.117,1684.66
ZTF18abclfee,VLASS1.1v2,0.235,0.096,-290.2
ZTF18abclfee,VLASS2.1,0.352,0.16,772.8
ZTF18abclfee,VLASS3.1,0.279,0.118,1699.8
ZTF18abcpmwh,VLASS1.1v2,0.423,0.121,-246.2
ZTF18abcpmwh,VLASS2.1,0.295,0.137,811.8
ZTF18abcpmwh,VLASS3.1,0.177,0.106,1700.8
ZTF18abcpolh,VLASS1.2v2,0.379,0.15,291.82
ZTF18abcpolh,VLASS2.2,0.523,0.195,1208.82
ZTF18abcptmt,VLASS1.1v2,0.293,0.108,-293.33
ZTF18abcptmt,VLASS2.1,0.379,0.134,769.67
ZTF18abcptmt,VLASS3.1,0.315,0.118,1696.67
ZTF18abcrtnq,VLASS1.1v2,0.268,0.106,-219.26
ZTF18abcrtnq,VLASS2.1,0.263,0.106,829.74
ZTF18abcrtnq,VLASS3.1,0.279,0.098,1660.74
ZTF18abcrxoj,VLASS1.1v2,0.273,0.092,-251.2
ZTF18abcrxoj,VLASS2.1,0.208,0.097,806.8
ZTF18abcrxoj,VLASS3.1,0.241,0.089,1708.8
ZTF18abcryxz,VLASS1.2v2,0.267,0.117,294.76
ZTF18abcryxz,VLASS2.2,0.482,0.15,1192.76
ZTF18abcrzfz,VLASS1.1v2,0.26,0.114,-283.2
